fid,lat,lon,Annual_WS,Annual_WD,fid_2,DN
"333",37.534,127.048,3.18,280.88,"53","56"
"218",37.534,127.036,3.18,283.94,"53","56"
"337",37.534,127.059,3.15,281.48,"53","56"
"338",37.543,127.06,3.1,282.23,"53","56"
"335",37.543,127.048,3.13,285.21,"53","56"
"334",37.543,127.036,3.13,290.36,"53","56"
"326",37.553,127.036,3.03,295.97,"53","56"
"339",37.552,127.06,3.01,284.73,"53","56"
"336",37.552,127.048,3.03,290,"53","56"
"238",37.534,127.071,3.14,280.74,"54","55"
"353",37.543,127.071,3.09,280.5,"54","55"
"340",37.552,127.071,3.01,281.91,"54","55"
"333",37.534,127.048,3.18,280.88,"54","55"
"218",37.534,127.036,3.18,283.94,"54","55"
"337",37.534,127.059,3.15,281.48,"54","55"
"338",37.543,127.06,3.1,282.23,"54","55"
"334",37.543,127.036,3.13,290.36,"54","55"
"326",37.553,127.036,3.03,295.97,"54","55"
"339",37.552,127.06,3.01,284.73,"54","55"
"336",37.552,127.048,3.03,290,"54","55"
"216",37.534,127.013,3.19,299.07,"55","49"
"554",37.535,126.99,3.26,303,"55","49"
"559",37.544,126.967,3.24,303.51,"55","49"
"557",37.544,126.978,3.19,308.69,"55","49"
"568",37.534,127.001,3.22,303.19,"55","49"
"480",37.563,126.955,3.32,319.43,"55","49"
"478",37.572,126.955,3.49,322.93,"55","49"
"482",37.581,126.955,3.69,318.86,"55","49"
"4",37.581,126.967,3.43,314.06,"55","49"
"5",37.572,126.967,3.29,318.12,"55","49"
"3",37.59,126.967,3.56,315.48,"55","49"
"496",37.553,126.955,3.27,313.19,"55","49"
"497",37.544,126.955,3.31,305.29,"55","49"
"558",37.553,126.967,3.19,312.22,"55","49"
"279",37.581,126.979,3.17,316.42,"55","49"
"8",37.59,126.979,3.35,323.18,"55","49"
"7",37.581,126.99,3.13,315.9,"55","49"
"369",37.59,126.991,3.32,321.98,"55","49"
"327",37.59,127.002,3.2,314.67,"55","49"
"332",37.544,127.013,3.17,299.17,"55","49"
"328",37.59,127.014,3.02,310.64,"55","49"
"330",37.553,127.025,3.02,298.17,"55","49"
"278",37.58,127.025,2.95,302.61,"55","49"
"231",37.59,127.025,2.93,307.06,"55","49"
"357",37.589,127.037,2.84,305.15,"55","49"
"356",37.58,127.037,2.9,299.48,"55","49"
"539",37.58,127.014,3.01,307.54,"55","49"
"546",37.553,126.99,3.36,312.04,"55","49"
"549",37.553,127.002,3.36,301.87,"55","49"
"550",37.553,127.013,3.17,297.77,"55","49"
"551",37.562,127.013,3.05,295.49,"55","49"
"552",37.562,127.025,3.03,298.78,"55","49"
"355",37.571,127.037,2.92,296.02,"55","49"
"555",37.544,126.99,3.23,312.2,"55","49"
"569",37.544,127.001,3.27,306.12,"55","49"
"571",37.562,127.037,2.95,297.09,"55","49"
"344",37.571,127.048,2.91,294.81,"55","49"
"358",37.58,127.049,2.89,297.76,"55","49"
"304",37.561,127.13,2.94,292.36,"56","61"
"306",37.533,127.129,2.96,274.2,"56","61"
"307",37.542,127.129,2.96,277.26,"56","61"
"303",37.552,127.13,2.98,288.67,"56","61"
"300",37.533,127.141,2.86,271.38,"56","61"
"268",37.542,127.141,2.88,272.45,"56","61"
"270",37.551,127.141,2.93,282.46,"56","61"
"305",37.561,127.141,2.98,285.97,"56","61"
"301",37.533,127.152,2.82,267.93,"56","61"
"271",37.551,127.153,2.87,275.41,"56","61"
"272",37.561,127.153,2.93,279.25,"56","61"
"269",37.542,127.153,2.85,268,"56","61"
"212",37.525,127.013,3.28,291.9,"57","50"
"217",37.534,127.025,3.18,290.76,"57","50"
"216",37.534,127.013,3.19,299.07,"57","50"
"554",37.535,126.99,3.26,303,"57","50"
"556",37.535,126.978,3.29,298.69,"57","50"
"559",37.544,126.967,3.24,303.51,"57","50"
"557",37.544,126.978,3.19,308.69,"57","50"
"560",37.535,126.966,3.34,296.57,"57","50"
"567",37.525,127.001,3.32,295.53,"57","50"
"568",37.534,127.001,3.22,303.19,"57","50"
"477",37.572,126.944,3.47,334.6,"57","50"
"480",37.563,126.955,3.32,319.43,"57","50"
"478",37.572,126.955,3.49,322.93,"57","50"
"482",37.581,126.955,3.69,318.86,"57","50"
"4",37.581,126.967,3.43,314.06,"57","50"
"3",37.59,126.967,3.56,315.48,"57","50"
"485",37.563,126.943,3.37,325.48,"57","50"
"486",37.553,126.943,3.33,317.39,"57","50"
"496",37.553,126.955,3.27,313.19,"57","50"
"497",37.544,126.955,3.31,305.29,"57","50"
"8",37.59,126.979,3.35,323.18,"57","50"
"280",37.599,126.979,3.64,325.62,"57","50"
"281",37.599,126.991,3.58,317.78,"57","50"
"369",37.59,126.991,3.32,321.98,"57","50"
"327",37.59,127.002,3.2,314.67,"57","50"
"282",37.599,127.002,3.3,309.29,"57","50"
"332",37.544,127.013,3.17,299.17,"57","50"
"328",37.59,127.014,3.02,310.64,"57","50"
"283",37.599,127.014,3,307.22,"57","50"
"331",37.543,127.025,3.1,294.57,"57","50"
"330",37.553,127.025,3.02,298.17,"57","50"
"231",37.59,127.025,2.93,307.06,"57","50"
"326",37.553,127.036,3.03,295.97,"57","50"
"357",37.589,127.037,2.84,305.15,"57","50"
"356",37.58,127.037,2.9,299.48,"57","50"
"550",37.553,127.013,3.17,297.77,"57","50"
"552",37.562,127.025,3.03,298.78,"57","50"
"355",37.571,127.037,2.92,296.02,"57","50"
"555",37.544,126.99,3.23,312.2,"57","50"
"571",37.562,127.037,2.95,297.09,"57","50"
"341",37.562,127.048,2.95,293.42,"57","50"
"344",37.571,127.048,2.91,294.81,"57","50"
"358",37.58,127.049,2.89,297.76,"57","50"
"360",37.589,127.049,2.83,303.64,"57","50"
"245",37.542,127.118,3.03,282.4,"58","60"
"302",37.552,127.118,2.96,294.71,"58","60"
"304",37.561,127.13,2.94,292.36,"58","60"
"263",37.524,127.129,2.96,269.45,"58","60"
"306",37.533,127.129,2.96,274.2,"58","60"
"307",37.542,127.129,2.96,277.26,"58","60"
"303",37.552,127.13,2.98,288.67,"58","60"
"300",37.533,127.141,2.86,271.38,"58","60"
"264",37.524,127.141,2.86,266.7,"58","60"
"305",37.561,127.141,2.98,285.97,"58","60"
"301",37.533,127.152,2.82,267.93,"58","60"
"271",37.551,127.153,2.87,275.41,"58","60"
"272",37.561,127.153,2.93,279.25,"58","60"
"269",37.542,127.153,2.85,268,"58","60"
"86",37.526,126.896,3.46,290.73,"59","59"
"245",37.542,127.118,3.03,282.4,"60","59"
"243",37.533,127.118,3.05,276.22,"60","59"
"302",37.552,127.118,2.96,294.71,"60","59"
"304",37.561,127.13,2.94,292.36,"60","59"
"263",37.524,127.129,2.96,269.45,"60","59"
"306",37.533,127.129,2.96,274.2,"60","59"
"307",37.542,127.129,2.96,277.26,"60","59"
"303",37.552,127.13,2.98,288.67,"60","59"
"264",37.524,127.141,2.86,266.7,"60","59"
"305",37.561,127.141,2.98,285.97,"60","59"
"301",37.533,127.152,2.82,267.93,"60","59"
"271",37.551,127.153,2.87,275.41,"60","59"
"272",37.561,127.153,2.93,279.25,"60","59"
"269",37.542,127.153,2.85,268,"60","59"
"276",37.551,127.164,2.88,270.78,"60","59"
"273",37.56,127.165,2.9,274.57,"60","59"
"523",37.527,126.862,3.47,286.89,"61","44"
"522",37.527,126.85,3.45,282.58,"61","44"
"519",37.517,126.862,3.47,286.48,"62","45"
"518",37.517,126.85,3.4,282.22,"62","45"
"523",37.527,126.862,3.47,286.89,"62","45"
"522",37.527,126.85,3.45,282.58,"62","45"
"529",37.536,126.85,3.46,286.41,"62","45"
"532",37.536,126.862,3.45,290.31,"62","45"
"87",37.517,126.896,3.43,287.09,"63","58"
"74",37.517,126.908,3.39,286.92,"63","58"
"75",37.526,126.908,3.45,290.58,"63","58"
"86",37.526,126.896,3.46,290.73,"63","58"
"89",37.535,126.897,3.5,293.85,"63","58"
"82",37.535,126.908,3.53,295.42,"63","58"
"245",37.542,127.118,3.03,282.4,"64","58"
"243",37.533,127.118,3.05,276.22,"64","58"
"242",37.524,127.118,3.05,271.62,"64","58"
"302",37.552,127.118,2.96,294.71,"64","58"
"304",37.561,127.13,2.94,292.36,"64","58"
"261",37.515,127.129,2.94,263.45,"64","58"
"263",37.524,127.129,2.96,269.45,"64","58"
"306",37.533,127.129,2.96,274.2,"64","58"
"303",37.552,127.13,2.98,288.67,"64","58"
"262",37.515,127.141,2.87,260.94,"64","58"
"264",37.524,127.141,2.86,266.7,"64","58"
"305",37.561,127.141,2.98,285.97,"64","58"
"274",37.57,127.153,3,282.7,"64","58"
"272",37.561,127.153,2.93,279.25,"64","58"
"276",37.551,127.164,2.88,270.78,"64","58"
"273",37.56,127.165,2.9,274.57,"64","58"
"519",37.517,126.862,3.47,286.48,"65","46"
"518",37.517,126.85,3.4,282.22,"65","46"
"523",37.527,126.862,3.47,286.89,"65","46"
"522",37.527,126.85,3.45,282.58,"65","46"
"529",37.536,126.85,3.46,286.41,"65","46"
"532",37.536,126.862,3.45,290.31,"65","46"
"174",37.516,127.048,3.14,277.22,"66","46"
"519",37.517,126.862,3.47,286.48,"67","47"
"517",37.517,126.838,3.53,278.94,"67","47"
"518",37.517,126.85,3.4,282.22,"67","47"
"523",37.527,126.862,3.47,286.89,"67","47"
"522",37.527,126.85,3.45,282.58,"67","47"
"521",37.527,126.838,3.43,274.09,"67","47"
"528",37.536,126.838,3.48,280.28,"67","47"
"529",37.536,126.85,3.46,286.41,"67","47"
"532",37.536,126.862,3.45,290.31,"67","47"
"516",37.518,126.827,3.59,276.76,"68","50"
"174",37.516,127.048,3.14,277.22,"69","47"
"215",37.516,127.036,3.17,280.37,"69","47"
"176",37.525,127.048,3.12,277.85,"69","47"
"260",37.515,127.117,3.02,265.05,"70","57"
"245",37.542,127.118,3.03,282.4,"70","57"
"243",37.533,127.118,3.05,276.22,"70","57"
"242",37.524,127.118,3.05,271.62,"70","57"
"302",37.552,127.118,2.96,294.71,"70","57"
"304",37.561,127.13,2.94,292.36,"70","57"
"258",37.505,127.129,2.93,262.02,"70","57"
"261",37.515,127.129,2.94,263.45,"70","57"
"263",37.524,127.129,2.96,269.45,"70","57"
"259",37.505,127.14,2.87,258.61,"70","57"
"262",37.515,127.141,2.87,260.94,"70","57"
"305",37.561,127.141,2.98,285.97,"70","57"
"50",37.508,126.85,3.41,287.02,"71","48"
"515",37.508,126.838,3.53,291.91,"71","48"
"51",37.508,126.861,3.45,287.61,"71","48"
"519",37.517,126.862,3.47,286.48,"71","48"
"517",37.517,126.838,3.53,278.94,"71","48"
"518",37.517,126.85,3.4,282.22,"71","48"
"523",37.527,126.862,3.47,286.89,"71","48"
"521",37.527,126.838,3.43,274.09,"71","48"
"527",37.536,126.827,3.53,277.12,"71","48"
"528",37.536,126.838,3.48,280.28,"71","48"
"529",37.536,126.85,3.46,286.41,"71","48"
"532",37.536,126.862,3.45,290.31,"71","48"
"520",37.517,126.873,3.47,288.03,"71","48"
"524",37.526,126.873,3.47,289.63,"71","48"
"525",37.536,126.873,3.46,291.93,"71","48"
"17",37.545,126.827,3.56,281.24,"71","48"
"15",37.554,126.839,3.57,280.21,"71","48"
"14",37.554,126.827,3.6,280.48,"71","48"
"530",37.545,126.839,3.5,283.18,"71","48"
"531",37.545,126.85,3.46,285.59,"71","48"
"533",37.545,126.862,3.45,287.94,"71","48"
"173",37.506,127.059,3.12,274.13,"72","48"
"105",37.506,127.036,3.18,277.6,"72","48"
"106",37.506,127.047,3.14,275.75,"72","48"
"174",37.516,127.048,3.14,277.22,"72","48"
"175",37.515,127.059,3.11,275.59,"72","48"
"215",37.516,127.036,3.17,280.37,"72","48"
"177",37.525,127.059,3.15,278.3,"72","48"
"176",37.525,127.048,3.12,277.85,"72","48"
"214",37.525,127.036,3.15,280.33,"72","48"
"259",37.505,127.14,2.87,258.61,"73","57"
"50",37.508,126.85,3.41,287.02,"74","49"
"515",37.508,126.838,3.53,291.91,"74","49"
"51",37.508,126.861,3.45,287.61,"74","49"
"58",37.508,126.826,3.58,293.76,"74","49"
"519",37.517,126.862,3.47,286.48,"74","49"
"516",37.518,126.827,3.59,276.76,"74","49"
"517",37.517,126.838,3.53,278.94,"74","49"
"521",37.527,126.838,3.43,274.09,"74","49"
"527",37.536,126.827,3.53,277.12,"74","49"
"532",37.536,126.862,3.45,290.31,"74","49"
"520",37.517,126.873,3.47,288.03,"74","49"
"524",37.526,126.873,3.47,289.63,"74","49"
"525",37.536,126.873,3.46,291.93,"74","49"
"19",37.545,126.804,3.77,286.61,"74","49"
"17",37.545,126.827,3.56,281.24,"74","49"
"16",37.545,126.815,3.67,282.67,"74","49"
"507",37.554,126.862,3.51,284.43,"74","49"
"15",37.554,126.839,3.57,280.21,"74","49"
"14",37.554,126.827,3.6,280.48,"74","49"
"18",37.555,126.815,3.67,283.48,"74","49"
"22",37.564,126.816,3.65,286.16,"74","49"
"9",37.564,126.827,3.64,283.91,"74","49"
"10",37.564,126.839,3.64,283.13,"74","49"
"530",37.545,126.839,3.5,283.18,"74","49"
"531",37.545,126.85,3.46,285.59,"74","49"
"533",37.545,126.862,3.45,287.94,"74","49"
"534",37.554,126.85,3.53,281.63,"74","49"
"535",37.564,126.851,3.61,284.84,"74","49"
"173",37.506,127.059,3.12,274.13,"75","49"
"105",37.506,127.036,3.18,277.6,"75","49"
"106",37.506,127.047,3.14,275.75,"75","49"
"175",37.515,127.059,3.11,275.59,"75","49"
"215",37.516,127.036,3.17,280.37,"75","49"
"177",37.525,127.059,3.15,278.3,"75","49"
"176",37.525,127.048,3.12,277.85,"75","49"
"214",37.525,127.036,3.15,280.33,"75","49"
"164",37.498,126.989,3.22,276.67,"76","63"
"165",37.498,127.001,3.25,273.32,"76","63"
"186",37.507,126.989,3.36,284.35,"76","63"
"187",37.507,127.001,3.35,283.52,"76","63"
"103",37.497,127.036,3.22,269.54,"77","50"
"104",37.497,127.047,3.16,270.57,"77","50"
"208",37.497,127.059,3.12,268.14,"77","50"
"173",37.506,127.059,3.12,274.13,"77","50"
"105",37.506,127.036,3.18,277.6,"77","50"
"106",37.506,127.047,3.14,275.75,"77","50"
"175",37.515,127.059,3.11,275.59,"77","50"
"215",37.516,127.036,3.17,280.37,"77","50"
"177",37.525,127.059,3.15,278.3,"77","50"
"176",37.525,127.048,3.12,277.85,"77","50"
"214",37.525,127.036,3.15,280.33,"77","50"
"164",37.498,126.989,3.22,276.67,"78","62"
"165",37.498,127.001,3.25,273.32,"78","62"
"186",37.507,126.989,3.36,284.35,"78","62"
"187",37.507,127.001,3.35,283.52,"78","62"
"49",37.499,126.861,3.43,285.39,"79","50"
"48",37.499,126.85,3.41,290.65,"79","50"
"55",37.499,126.838,3.43,298.45,"79","50"
"57",37.499,126.826,3.45,299.1,"79","50"
"50",37.508,126.85,3.41,287.02,"79","50"
"515",37.508,126.838,3.53,291.91,"79","50"
"51",37.508,126.861,3.45,287.61,"79","50"
"58",37.508,126.826,3.58,293.76,"79","50"
"519",37.517,126.862,3.47,286.48,"79","50"
"516",37.518,126.827,3.59,276.76,"79","50"
"532",37.536,126.862,3.45,290.31,"79","50"
"46",37.508,126.873,3.46,287.77,"79","50"
"520",37.517,126.873,3.47,288.03,"79","50"
"524",37.526,126.873,3.47,289.63,"79","50"
"525",37.536,126.873,3.46,291.93,"79","50"
"526",37.545,126.873,3.46,291.14,"79","50"
"33",37.546,126.792,3.8,289.43,"79","50"
"19",37.545,126.804,3.77,286.61,"79","50"
"16",37.545,126.815,3.67,282.67,"79","50"
"35",37.555,126.781,3.82,291.45,"79","50"
"507",37.554,126.862,3.51,284.43,"79","50"
"20",37.555,126.804,3.76,287.59,"79","50"
"18",37.555,126.815,3.67,283.48,"79","50"
"36",37.555,126.792,3.81,290.09,"79","50"
"509",37.563,126.862,3.58,287.46,"79","50"
"22",37.564,126.816,3.65,286.16,"79","50"
"9",37.564,126.827,3.64,283.91,"79","50"
"10",37.564,126.839,3.64,283.13,"79","50"
"32",37.564,126.792,3.8,289.52,"79","50"
"21",37.564,126.804,3.73,287.92,"79","50"
"24",37.573,126.816,3.63,291.26,"79","50"
"11",37.573,126.827,3.62,289.51,"79","50"
"23",37.573,126.804,3.71,291.35,"79","50"
"12",37.573,126.839,3.68,287.54,"79","50"
"29",37.573,126.792,3.79,289.33,"79","50"
"26",37.582,126.816,3.57,289.51,"79","50"
"25",37.582,126.804,3.68,291.15,"79","50"
"13",37.582,126.827,3.62,288.43,"79","50"
"533",37.545,126.862,3.45,287.94,"79","50"
"534",37.554,126.85,3.53,281.63,"79","50"
"535",37.564,126.851,3.61,284.84,"79","50"
"536",37.573,126.851,3.67,287.78,"79","50"
"164",37.498,126.989,3.22,276.67,"80","61"
"165",37.498,127.001,3.25,273.32,"80","61"
"186",37.507,126.989,3.36,284.35,"80","61"
"187",37.507,127.001,3.35,283.52,"80","61"
"191",37.516,127.001,3.37,288.86,"80","61"
"190",37.516,126.989,3.41,289.69,"80","61"
"250",37.496,127.105,3.13,259.71,"81","58"
"230",37.497,127.094,3.16,255.58,"81","58"
"229",37.497,127.082,3.13,256.19,"81","58"
"246",37.506,127.105,3.1,264.4,"81","58"
"220",37.506,127.094,3.14,266.06,"81","58"
"219",37.506,127.082,3.13,268.91,"81","58"
"45",37.499,126.896,3.38,279.25,"82","59"
"44",37.499,126.884,3.42,283.38,"82","59"
"164",37.498,126.989,3.22,276.67,"83","60"
"165",37.498,127.001,3.25,273.32,"83","60"
"186",37.507,126.989,3.36,284.35,"83","60"
"187",37.507,127.001,3.35,283.52,"83","60"
"191",37.516,127.001,3.37,288.86,"83","60"
"190",37.516,126.989,3.41,289.69,"83","60"
"561",37.535,126.955,3.41,298.32,"84","51"
"103",37.497,127.036,3.22,269.54,"84","51"
"104",37.497,127.047,3.16,270.57,"84","51"
"208",37.497,127.059,3.12,268.14,"84","51"
"347",37.561,127.095,3.07,311.57,"84","51"
"346",37.561,127.083,2.97,289.4,"84","51"
"173",37.506,127.059,3.12,274.13,"84","51"
"105",37.506,127.036,3.18,277.6,"84","51"
"189",37.507,127.024,3.24,279.26,"84","51"
"175",37.515,127.059,3.11,275.59,"84","51"
"215",37.516,127.036,3.17,280.37,"84","51"
"193",37.516,127.024,3.22,283.26,"84","51"
"177",37.525,127.059,3.15,278.3,"84","51"
"212",37.525,127.013,3.28,291.9,"84","51"
"176",37.525,127.048,3.12,277.85,"84","51"
"214",37.525,127.036,3.15,280.33,"84","51"
"213",37.525,127.024,3.22,285.59,"84","51"
"217",37.534,127.025,3.18,290.76,"84","51"
"216",37.534,127.013,3.19,299.07,"84","51"
"554",37.535,126.99,3.26,303,"84","51"
"556",37.535,126.978,3.29,298.69,"84","51"
"560",37.535,126.966,3.34,296.57,"84","51"
"567",37.525,127.001,3.32,295.53,"84","51"
"568",37.534,127.001,3.22,303.19,"84","51"
"570",37.525,126.99,3.35,295.13,"84","51"
"479",37.544,126.943,3.42,307.83,"84","51"
"477",37.572,126.944,3.47,334.6,"84","51"
"480",37.563,126.955,3.32,319.43,"84","51"
"478",37.572,126.955,3.49,322.93,"84","51"
"482",37.581,126.955,3.69,318.86,"84","51"
"484",37.59,126.956,3.66,315,"84","51"
"4",37.581,126.967,3.43,314.06,"84","51"
"3",37.59,126.967,3.56,315.48,"84","51"
"485",37.563,126.943,3.37,325.48,"84","51"
"486",37.553,126.943,3.33,317.39,"84","51"
"496",37.553,126.955,3.27,313.19,"84","51"
"497",37.544,126.955,3.31,305.29,"84","51"
"544",37.599,126.967,3.6,324.27,"84","51"
"290",37.617,127.003,3.33,305.44,"84","51"
"288",37.618,126.979,4.03,327.35,"84","51"
"289",37.618,126.991,3.93,313.16,"84","51"
"294",37.627,127.003,3.58,302.36,"84","51"
"295",37.627,127.014,2.94,301,"84","51"
"293",37.627,126.991,4.38,307.77,"84","51"
"292",37.627,126.979,4.65,321.89,"84","51"
"298",37.636,127.015,2.91,294.37,"84","51"
"381",37.636,127.026,2.54,297.8,"84","51"
"297",37.636,127.003,3.72,294.37,"84","51"
"296",37.636,126.991,4.7,296.82,"84","51"
"384",37.645,126.991,4.8,287.85,"84","51"
"386",37.645,127.015,2.77,292.57,"84","51"
"387",37.645,127.026,2.49,299.11,"84","51"
"388",37.655,126.992,5.08,284.94,"84","51"
"389",37.654,127.003,3.62,287.85,"84","51"
"390",37.654,127.015,2.76,293.34,"84","51"
"391",37.664,126.992,5.29,275.73,"84","51"
"392",37.664,127.003,3.85,284.19,"84","51"
"393",37.664,127.015,2.88,292.8,"84","51"
"403",37.663,127.05,2.65,313.26,"84","51"
"406",37.672,127.05,2.75,320.05,"84","51"
"408",37.654,127.05,2.57,307.82,"84","51"
"313",37.57,127.095,3.26,319.96,"84","51"
"311",37.571,127.072,2.92,287.53,"84","51"
"312",37.571,127.083,2.89,291.36,"84","51"
"359",37.58,127.06,2.9,294.76,"84","51"
"314",37.58,127.072,2.9,288.43,"84","51"
"317",37.589,127.072,2.85,290.68,"84","51"
"572",37.589,127.06,2.84,298.29,"84","51"
"364",37.598,127.107,3.06,251.48,"84","51"
"321",37.598,127.072,2.77,291.83,"84","51"
"366",37.607,127.107,2.89,268.64,"84","51"
"325",37.607,127.084,2.77,290.88,"84","51"
"373",37.608,127.061,2.66,294.75,"84","51"
"324",37.608,127.072,2.71,294.44,"84","51"
"368",37.616,127.107,2.81,277.47,"84","51"
"362",37.617,127.073,2.69,295.38,"84","51"
"363",37.617,127.084,2.73,289.88,"84","51"
"367",37.617,127.096,2.71,281.57,"84","51"
"420",37.626,127.084,2.69,294.07,"84","51"
"419",37.626,127.073,2.67,298.98,"84","51"
